sentencas,nenhum,adm-publica,agricultura-pecuaria-pesca-extrativismo,arte-cultura-religiao,cidades-desenvolvimento-urbano,ciencia-tecnologia-inovacao,ciencias-exatas,ciencias-sociais,comunicacoes,defesa-seguranca,direito-civil,direito-constitucional,direito-consumidor,direito-justica,direito-penal,direitos-humanos-minorias,economia,educacao,energia-recursos-hidricos-minerais,esporte-lazer,estrutura-fundiaria,financas-publicas-orcamento,homenagens-datas-comemorativas,industria-comercio-servicos,meio-ambiente-desenvolvimento-sustentavel,politica-partidos-eleicoes,previdencia-assistencia-social,processo-legislativo-atuacao-parlamentar,relacoes-internacionais-comercio-exterior,saude,trabalho-emprego,turismo,viacao-transporte-mobilidade,impeachment,corrupção,serviço-público,reforma-política,eleição
"Como Deputada Federal, tenho trabalhado muito para que Porto Velho deixe de ser a única Capital do Brasil a não ter uma maternidade pública.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Os projetos visam, portanto, valorizar os Correios de todo o Brasil, Obrigado, nobre Deputado.. sr Presidente, Deputado Carlos Manato, eu quero parabenizar a Guarda Municipal de Belo Horizonte, que recebe hoje mais  homens de classe especial para trabalharem na cidade de Belo Horizonte, e também o novo Comandante Rodrigo Sérgio Prates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E aí o Tribunal destaca cada um deles como, por exemplo, revisão do preço unitário da forma de concreto,  milhões; revisão dos percentuais de encargos trabalhistas, mais  milhões; revisão no vale-transporte pago ao pessoal da obra,  milhões de revisão, no vale-transporte; revisão da mobilização e desmobilização,  milhões.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Por isso, aos trabalhadores desempregados: nós vamos votar a PEC /, com orgulho, por amor à Pátria!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De outro, somente % dos afastamentos por doenças típicas do setor bancário são comunicados pelos bancos à Previdência Social, embora a comunicação de acidente de trabalho seja obrigatória por Lei.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cada vez mais, a máquina vem substituindo o homem, e os estudos mostram que muito em breve já não teremos trabalho.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eu peço ao Governo que pegue os empenhos para trabalhar essa ponte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Isto implica melhorar os processos de trabalho, prover de adequadas infraestruturas e garantir plenos direitos aos trabalhadores deste sector alternativo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E, como consequência ainda maior, eles vão trabalhar para acabar com o piso nacional dos professores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O trabalho do policial rodoviário federal é uma atividade perigosa e desgastante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Basta olharmos alguns pontos específicos para entender que esta proposta, na prática, vai impossibilitar que a maioria dos brasileiros consiga receber plenamente a sua aposentadoria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sou solidário com a proposta da Central Única dos Trabalhadores, nossa gloriosa CUT, de luta para fortalecer a democracia e ampliar conquistas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foram praticamente  meses de trabalho efetivo em dias úteis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O REFIS é uma grande ferramenta para que possamos fazer com que essas empresas sobrevivam à crise, continuem gerando emprego e passem a participar novamente do desenvolvimento do País.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dessa forma, pudemos então continuar nossos trabalhos no sentido de trabalhar apenas com os contratos já firmados até aquele momento e sem efetuar novos contratos, perfazendo assim a finalização do segmento aos poucos à medida que os grupos iriam sendo diminuídos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eu querendo vir, não terminava - contra essas deformas trabalhista e previdenciária que estão sendo feitas no País e que inclusive levaram à aprovação da terceirização.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isso é resultado do trabalho feito por este Parlamento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A gente percebe que, neste final de ano, começa a haver uma radicalização por parte de algumas Lideranças que pode colocar por água abaixo todo um trabalho extenso que foi feito por conta de nós terminarmos este ano de forma grande, votando tantos projetos que estão aí parados devido ao trancamento da pauta, o que ocorreu no passado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Com elas, as condições precárias de trabalho, a brutal exploração, a completa negação de direitos, de espaços, de sonhos e de vida para a parcela majoritária da população brasileira.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Essa ONG cita também a questão dos assassinatos de jornalistas, as violações com exploração de trabalho escravo, a violência no campo e uma série de outras situações.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O PT está patrocinando, de fato, a retirada de direitos, aí, sim, de auxílios para trabalhadores, como, por exemplo, a pensão integral para as pensionistas e o acesso ao seguro-desemprego.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portanto, seria fundamental que ela estivesse aqui conosco, pelo seu trabalho e pela sua história neste Parlamento, nesta luta em especial.. sr Presidente, o PV sempre foi contra a isenção de IPI para veículos sem uma contrapartida sobre as emissões de gases poluentes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"É um povo alegre, hospitaleiro, trabalhador, um povo que recebe a todos com muita satisfação.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vamos instalar as Comissões, na terça-feira, e trabalhar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoje é publicado o nome de quem pratica trabalho escravo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eu quero registrar a forma como o nosso Líder do Governo conduziu o processo, pois soube, com dedicação, trabalhar e fazer com que todas as bancadas, Deputado Antonio Imbassahy, estivessem unidas para aprovar essa PEC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Na legislatura anterior - para ser mais exato, no ano de  -, nós conseguimos um recurso de grande importância, não digo no tocante ao volume, ao valor do recurso, mas ao local onde seria empregado: a comunidade em que nasci, ou melhor, em que me criei.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eu queria, na verdade, reiterar um apelo aos Parlamentares que estão trabalhando nessa frente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No último dia  de maio, servidores públicos do Estado brasileiro foram covardemente atacados durante o deslocamento de uma operação do Grupo Especial de Fiscalização Móvel de Combate ao Trabalho Escravo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E temos que elogiar esse trabalho, que tem tido resultado na contenção dos homicídios.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nós estamos vivendo aqui um momento importante, vamos votar hoje uma medida provisória que trata do aumento da alíquota do PIS/PASEP/COFINS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E, na semana passada, os primeiros  operários contratados pelo consórcio se reuniram para uma assembleia geral do sindicato local, exatamente para discutir questões relacionadas ao novo contrato de trabalho.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A falta de preparo de diversas instituições e de seus profissionais ainda é um empecilho neste processo, e a dificuldade se estende ao mercado de trabalho.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portanto, nós, do Solidariedade, encaminharemos pela aprovação da PEC  , por entendê-la justa e necessária a essas categorias que estão aqui hoje.. sr Presidente, sr e sr Deputados, dirijo-me a todos os convidados - advogados públicos, delegados da Polícia Federal, delegados da Polícia Civil, auditores da Receita, auditores do Trabalho, procuradores dos Estados, procuradores dos Municípios -, a todos aqueles que estão contemplados na Proposta de Emenda à Constituição nº , de .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Além disso, grande parte das reclamações na Justiça do Trabalho está relacionada a empresas terceirizadas, e muitas delas são de fachadas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Então, a grande maioria dos trabalhadores, por exemplo, telemarketing, limpeza, fábricas, tem uma jornada de  horas diárias,  dias na semana.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No Dia do Trabalho, a trabalhadora não tem o que comemorar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seus trabalhos se desenvolveram de  a .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muito obrigada, sr Presidente.. Antes de encerrar a presente sessão, gostaríamos de saudar a todos os trabalhadores pelo seu dia, amanhã, dia º de maio é o dia dos trabalhadores.. sr Presidente, sr e sr Deputados, nós representamos nesta Casa o menor dentre os Estados brasileiros - o menor em PIB, o menor em população - e um Estado que ainda procura o seu norte econômico.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duas outras greves já foram feitas no ano passado, mas a PETROBRAS insiste em impor condições aviltantes de trabalho aos funcionários do Complexo Petroquímico do Rio de Janeiro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nós, aliás, vamos convocar o Ministro de Minas e Energia, vamos convocar o Presidente da PETROBRAS, Pedro Parente, e vamos convocar o Ministro Chefe da Casa Civil, Eliseu Padilha, para explicar neste Parlamento por que a PETROBRAS quer assistir ao apodrecimento de % de uma plataforma que está pronta em Rio Grande, que poderia ser concluída gerando  mil empregos, e fazer esta encomenda criminosamente para que esta plataforma igual seja feita na China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tivemos toda dedicação nessa negociação: o Governo tem esse compromisso, vai honrá-lo e vai trabalhar e intensificar essa negociação.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depois, houve a apresentação do plano de trabalho e o Governo já fez uma alteração, que foi acolhida pelo Programa Calha Norte.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Então, peço essa gentileza e mais uma vez informo que vou encaminhar ofício à Presidência desta Casa.. sr Presidente, o Partido dos Trabalhadores é favorável a um sistema único de segurança pública.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ao parabenizar o Instituto, quero homenagear também todos os que lá trabalham e com isso abrilhantam os seus currículos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Então, todos que trabalham e que vão onerar a vida do pobre têm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sr Presidente, gostaria que este pronunciamento fosse registrado nos meios de comunicação da Câmara dos Deputados e no programa A Voz do Brasil Muito obrigado.. sr Presidente, eu quero deixar registrada, nesta Casa, a minha indignação diante de um fato ocorrido, pois temos a obrigação de combater permanentemente a corrupção, obrigação que deve ser inarredável das nossas vidas e do trabalho parlamentar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E isso é muito triste num momento como este, em que mães do Estado do Ceará choram a dor da partida dos seus filhos, não porque tiveram que migrar para ir buscar uma oportunidade de emprego, como no passado, mas porque foram persuadidos, iludidos pela felicidade imediata, rápida talvez de um conforto de uma ação criminosa, mas que corresponde ao mesmo tempo com a triste estatística da criminalidade.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mas, infelizmente, nesse dia uma triste notícia nos abateu: a prematura morte, aos  anos, da Prefeita Rilza Valentim, do Partido dos Trabalhadores, da cidade de São Francisco do Conde, na Bahia, vítima de anemia falciforme, doença que atinge principalmente a população negra.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Este é o verdadeiro objetivo da Lava-Jato, da forma como vem sendo conduzida: muito mais do que investigar a corrupção, ela tem um objetivo político, que é derrubar o Governo, imputar culpabilidade ao ex-Presidente Lula e criminalizar o Partido dos Trabalhadores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trabalho escravo está claramente descrito no artigo  do Código Penal, que tem sido a mais importante referência no combate a esse crime por auditores fiscais do trabalho, procuradores, juízes, desembargadores, ministros e pela sociedade brasileira.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Não precisamos que um fiscal federal, cujo trabalho é precioso, fique o dia inteiro vigiando os ovos a serem colocados dentro de uma caixa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extingue a aposentadoria especial por atividade de risco.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Era isso, sr Presidente.. sr Presidente, quero expressar minha solidariedade aos trabalhadores rurais brasileiros, especialmente os militantes do Movimento dos Trabalhadores Rurais Sem Terra.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bem-vindos a esta Casa.. sr Presidente, colegas Parlamentares, eu queria destacar que, quando o Partido dos Trabalhadores e os partidos aliados, a exemplo do PCdoB e de outros partidos, receberam este País em , as reservas internacionais líquidas do País eram na ordem de  bilhões de dólares.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A outra é esta: um brasileiro, para receber a aposentadoria integral, terá de contribuir por  anos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As pessoas que utilizam o WhatsApp para trabalhar e se comunicar com os seus familiares têm lá o aplicativo bloqueado por conta de decisão judicial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Os Correios não têm que desembolsar esse recurso agora, mas estão usando esse argumento para pedir um sacrifício aos seus trabalhadores, prejudicando o atendimento ao público Já o Ministro da Ciência, Tecnologia, Inovações e Comunicações, Gilberto Kassab , afirmou que os Correios terão que fazer cortes radicais e que o Governo não fará nenhum aporte de recurso na empresa.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quero dizer da minha alegria de encerrar este ano apresentando para o Brasil o resultado do meu trabalho.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Justiça: reconhecemos que a impunidade e a injustiça são realidades de nosso país e afetam diretamente nossa sociedade; lamentamos que o povo brasileiro sofra tanto pelos efeitos nocivos da injustiça; conclamamos os Batistas brasileiros a orarem pelos nossos magistrados, legisladores e por todos que trabalham no âmbito da justiça, para que sejam firmes em suas deliberações e que a justiça seja para todos e não apenas para alguns; convocamos os líderes Batistas a promoverem a conscientização dos membros de suas igrejas para que exijam que os magistrados e os legisladores sejam pautados pela ética e verdade, e que tratem a todos com direitos iguais; encorajamos todo o povo de Deus a que busque a justiça a partir de um comportamento ético de cada um, mas também de cada igreja, multiplicando assim um comportamento próprio dos que temem a Deus e desejam a prosperidade da nação; desafiamos cada Batista brasileiro a agir da forma mais correta possível, rejeitando a famosa filosofia do jeitinho brasileiro e abraçando o ideal de justiça expresso pela Palavra de Deus.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Desde o ano de , a Sociedade Brasileira de Urologia recomenda, baseada em trabalhos científicos publicados nos últimos anos, que o exame de toque retal seja feito a partir dos  anos para homens sem casos na família e aos  anos para negros e homens com casos na família.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoje, o Partido dos Trabalhadores representa tudo aquilo que ele passou a vida inteira lutando para destruir - nossa realidade foi tomada pela corrupção desenfreada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acima de tudo, não custa nada respeitar aqueles que trabalham.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Então, sr Presidente, manifesto meu aplausos e minhas felicitações a Ministra Tereza Campello por seu trabalho.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agora, com a nova frota, entendemos que estamos dando condições para que aqueles abnegados, que trabalham diuturnamente para atender as urgências em Dourados, possam fazê-lo em melhor condição.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ninguém vai invadir a minha casa, ninguém vai invadir a minha propriedade, por eu ser brasileiro e por trabalhar a terra.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acredito que isso seria um grande presente para esses instrutores, abnegados, que trabalham em todo o Brasil com a capoeira.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"É verdade, senhores, o trabalho na área de saúde implica imenso cansaço físico, essa é a regra.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pessoas fossem retiradas, com políticas públicas de qualidade, dessa condição desumana de trabalho análogo à de escravo, que ainda existe, infelizmente, no Brasil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sem falar que os golpistas querem o fim da aposentadoria especial rural.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Que consigamos levar o Brasil à geração de emprego e renda.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Isso, sem falar que nós não temos carga horária, trabalhamos mais do que qualquer outro profissional.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Os problemas da Previdência Social não estão na contribuição do trabalhador urbano nem nos benefícios de prestação continuada aos trabalhadores urbanos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Governo que corta na saúde é o mesmo que arrebenta as universidades federais e é o que fez a famigerada reforma trabalhista.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PL nº ./ - Acrescenta o art -A à Consolidação das Leis do Trabalho , aprovada pelo Decreto-Lei nº ., de º de maio de , para regulamentar a profissão e considerar insalubre e penosa a atividade profissional dos empregados em serviços de limpeza, asseio, conservação e coleta de lixo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Não bastou o Prefeito de Salvador apoiar a retirada de direitos dos trabalhadores com a reforma trabalhista, que ele apoiou e articulou pra que fosse aprovada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A população quer saber de emprego, de renda, da retomada do desenvolvimento e da melhoria da qualidade de vida.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Desejamos que cada vez mais possamos conquistar vitórias importantes para ajudar na melhoria da qualidade de vida, da renda e da segurança para todos os trabalhadores e suas famílias.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esta MP nefasta quer pagar um bônus para peritos acelerarem o retorno dos doentes ao trabalho.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
